make,year,engine_cc,mileage_km,doors,fuel_type,transmission,body_type,state,price
bmw,2019,1400,84319,4,gasolina,manual,suv,sp,107043.32
chevrolet,2018,1400,124517,4,eletrico,automatico,suv,pe,66080.04
ford,2024,1600,23090,4,flex,automatico,sedan,pe,118796.92
bmw,2018,1600,85373,4,flex,automatico,sedan,rs,109828.73
chevrolet,2015,1000,109294,4,flex,automatico,sedan,pe,58271.22
volkswagen,2024,1400,0,4,eletrico,manual,hatch,mg,108867.82
ford,2017,1000,84237,4,flex,automatico,suv,pr,66467.68
chevrolet,2023,1000,40006,4,flex,automatico,sedan,pe,104442.34
hyundai,2020,2000,79630,4,flex,manual,suv,mg,85712.39
bmw,2024,1000,282,4,flex,automatico,suv,mg,142514.53
volkswagen,2025,1400,25425,4,diesel,automatico,suv,ba,132493.11
hyundai,2022,1000,40754,4,flex,automatico,sedan,rs,95451.06
chevrolet,2010,2000,194201,4,gasolina,manual,hatch,pr,13781.8
chevrolet,2019,1600,108183,4,eletrico,manual,suv,mg,69262.06
hyundai,2013,1000,169452,4,flex,manual,sedan,sp,23745.82
bmw,2010,1400,187972,4,gasolina,automatico,hatch,pe,65734.93
ford,2017,1600,94632,4,flex,automatico,hatch,ba,76113.46
volkswagen,2010,3000,159722,4,gasolina,manual,hatch,rj,44035.26
toyota,2012,1000,157212,2,flex,automatico,suv,pe,33568.09
honda,2022,2000,44833,4,gasolina,automatico,hatch,pe,107878.3
ford,2013,2000,141192,4,flex,automatico,sedan,pe,52466.54
volkswagen,2024,2000,22031,4,flex,automatico,sedan,ba,121289.38
hyundai,2024,1600,25152,4,flex,automatico,sedan,rj,120603.87
chevrolet,2024,1600,20627,4,flex,automatico,suv,rs,118786.33
hyundai,2017,1400,98249,4,gasolina,automatico,suv,pr,74063.21
volkswagen,2015,1600,134529,4,flex,manual,sedan,pr,54018.44
hyundai,2023,1400,42629,4,gasolina,manual,hatch,rj,103327.86
hyundai,2019,1600,67644,4,flex,manual,sedan,pe,80994.15
honda,2021,1400,81163,4,gasolina,automatico,suv,sp,93919.79
bmw,2016,1600,118521,4,flex,manual,sedan,rj,99365.88
honda,2023,2000,36282,4,flex,manual,suv,rj,103732.47
toyota,2017,1000,118623,2,flex,automatico,hatch,pr,59427.84
toyota,2011,2000,183498,4,gasolina,manual,suv,mg,25045.69
honda,2022,1400,62297,4,flex,manual,hatch,sp,92370.02
ford,2019,2000,88306,4,diesel,manual,suv,pr,71985.44
ford,2023,1400,26813,4,diesel,automatico,sedan,ba,111588.82
hyundai,2020,1400,77422,4,flex,manual,suv,rj,79640.73
hyundai,2017,2000,90844,4,gasolina,automatico,hatch,mg,85546.6
chevrolet,2012,1000,169628,4,flex,automatico,sedan,sp,30196.21
toyota,2016,2000,119501,4,flex,automatico,suv,rs,70058.26
chevrolet,2012,1400,164878,4,gasolina,automatico,hatch,sp,44679.32
toyota,2024,1400,22071,4,gasolina,automatico,suv,sp,121405.03
honda,2016,1400,91772,4,gasolina,manual,suv,pe,56633.44
ford,2023,1600,27769,4,flex,manual,sedan,rj,104443.56
hyundai,2020,1400,73392,4,flex,manual,sedan,rj,82263.29
ford,2024,1000,26397,4,flex,manual,sedan,rs,102908.72
honda,2021,1000,44584,4,gasolina,manual,sedan,rs,83499.52
chevrolet,2022,1000,66985,4,flex,manual,sedan,rs,92359.17
chevrolet,2011,3000,167007,2,gasolina,automatico,suv,pr,44000.43
volkswagen,2019,3000,98541,2,flex,automatico,sedan,pr,97613.2
hyundai,2015,1400,138407,4,flex,manual,hatch,rj,50778.6
hyundai,2012,1600,158306,4,flex,automatico,hatch,rj,44740.22
hyundai,2012,1400,194629,4,flex,manual,hatch,rs,33369.45
toyota,2024,1600,6095,4,flex,manual,sedan,pr,117276.88
chevrolet,2025,2000,25787,4,diesel,automatico,suv,mg,124204.24
honda,2018,2000,111008,4,diesel,manual,suv,pr,79848.16
chevrolet,2016,1400,109940,4,flex,manual,hatch,rj,53738.79
ford,2014,1600,164886,4,flex,automatico,picape,pr,55121.54
toyota,2021,1000,56249,4,flex,automatico,sedan,rj,100115.26
hyundai,2019,3000,88330,4,diesel,automatico,picape,rs,107325.22
bmw,2016,1000,123904,4,flex,manual,suv,pe,85943.25
volkswagen,2018,1600,93985,4,eletrico,automatico,suv,rs,77443.36
toyota,2010,1600,204162,4,flex,automatico,hatch,rs,18932.74
ford,2016,1600,131902,4,flex,automatico,hatch,mg,65967.4
hyundai,2015,1000,105772,4,eletrico,automatico,hatch,pe,51058.11
ford,2019,2000,103565,4,flex,automatico,suv,mg,82999.58
ford,2023,1000,11062,2,flex,manual,sedan,rj,92886.97
hyundai,2021,1600,75488,4,flex,automatico,suv,sp,93074.84
ford,2018,1000,112900,2,flex,automatico,sedan,ba,68925.15
honda,2010,1400,175635,4,flex,automatico,suv,mg,29822.82
volkswagen,2022,1400,41837,4,gasolina,automatico,hatch,rj,99521.92
bmw,2013,1400,139414,4,gasolina,automatico,hatch,pe,87734.32
ford,2018,1000,92776,4,flex,automatico,sedan,pr,71042.57
ford,2013,1000,151379,2,eletrico,automatico,sedan,pe,36854.54
chevrolet,2019,1400,95694,4,flex,automatico,sedan,rs,82077.36
volkswagen,2012,1600,187654,4,flex,automatico,suv,rs,47869.66
toyota,2018,2000,116935,4,flex,manual,hatch,rs,74135.55
volkswagen,2022,1000,39567,4,flex,manual,sedan,rj,88250.67
volkswagen,2011,1400,176861,4,flex,automatico,suv,rs,25133.54
hyundai,2024,1000,0,2,hibrido,automatico,hatch,mg,111902.94
hyundai,2013,1000,143911,4,flex,automatico,picape,pr,43087.99
hyundai,2024,1600,38472,4,flex,automatico,picape,rs,112491.3
bmw,2015,1600,156233,4,flex,manual,hatch,rj,74938.13
volkswagen,2011,1000,161484,4,gasolina,manual,hatch,pr,18024.57
bmw,2024,1000,15113,4,diesel,automatico,sedan,rs,153005.74
ford,2017,1000,107603,4,flex,manual,suv,sp,64529.56
hyundai,2017,2000,112202,4,flex,manual,sedan,rs,64236.5
ford,2010,3000,179855,4,flex,manual,suv,ba,42385.53
hyundai,2021,1000,66360,4,flex,manual,suv,pe,75653.14
honda,2012,1000,160892,4,flex,automatico,hatch,mg,41887.78
bmw,2019,2000,83783,4,flex,manual,suv,pr,118158.73
bmw,2018,2000,104194,4,flex,automatico,suv,mg,122119.11
toyota,2014,1400,144096,4,flex,manual,sedan,sp,34610.13
chevrolet,2015,1000,125454,4,flex,automatico,suv,sp,57070.09
volkswagen,2013,1000,154355,4,eletrico,manual,suv,ba,32308.38
toyota,2019,1600,82674,4,eletrico,automatico,hatch,mg,89558.55
bmw,2025,1400,6449,4,flex,automatico,sedan,pr,160906.99
toyota,2011,1000,176118,2,flex,manual,sedan,sp,20411.22
honda,2020,1600,95979,4,flex,automatico,hatch,sp,84799.0
chevrolet,2017,1000,116413,4,flex,automatico,picape,rs,67936.53
bmw,2020,1600,67567,4,gasolina,automatico,hatch,ba,126764.18
bmw,2022,1400,58454,4,flex,manual,suv,pe,122667.98
volkswagen,2015,1000,126992,4,diesel,automatico,sedan,rj,48850.44
hyundai,2014,1600,161596,4,eletrico,automatico,hatch,pe,43574.78
chevrolet,2018,1400,101544,4,flex,manual,picape,pe,65016.94
honda,2010,3000,190390,4,flex,manual,suv,sp,42954.96
ford,2014,1400,150715,4,flex,automatico,sedan,pr,51081.9
toyota,2015,1000,108436,2,flex,automatico,hatch,pr,53585.76
volkswagen,2014,1600,127098,4,flex,automatico,hatch,rs,60159.58
bmw,2015,1000,114091,2,flex,automatico,sedan,pr,86223.97
ford,2015,2000,134144,4,diesel,automatico,hatch,rs,64855.15
honda,2016,1400,145987,4,flex,manual,sedan,sp,51003.8
chevrolet,2025,1400,45469,4,flex,manual,picape,sp,111375.3
toyota,2013,1000,165570,4,gasolina,automatico,sedan,pe,30778.36
volkswagen,2023,1400,43512,4,gasolina,automatico,suv,sp,102522.21
bmw,2020,2000,44984,4,flex,manual,suv,sp,119061.17
bmw,2023,2000,27859,4,diesel,automatico,sedan,rj,150023.17
ford,2023,1000,24183,4,flex,automatico,suv,ba,110929.69
ford,2023,1000,26687,4,flex,automatico,sedan,pe,101969.71
toyota,2024,2000,21477,4,flex,automatico,suv,pe,119225.03
chevrolet,2017,2000,100918,4,flex,automatico,hatch,ba,82720.92
honda,2016,1000,90310,4,diesel,manual,hatch,rj,60796.25
hyundai,2018,1400,107218,4,gasolina,automatico,suv,sp,74274.44
chevrolet,2016,1400,103908,4,diesel,automatico,sedan,pr,69637.37
chevrolet,2012,2000,171588,4,flex,automatico,suv,rs,39877.03
chevrolet,2012,1000,199111,4,flex,automatico,picape,pe,36023.22
hyundai,2024,1000,10209,4,flex,automatico,hatch,ba,122212.18
toyota,2017,1600,70045,4,flex,manual,sedan,mg,72799.33
hyundai,2014,1000,139709,4,gasolina,manual,sedan,rs,28621.99
toyota,2013,1400,172514,4,gasolina,automatico,suv,mg,39631.75
hyundai,2017,1400,137375,4,flex,manual,suv,mg,60757.88
honda,2024,1400,5556,4,flex,manual,hatch,pe,106859.19
chevrolet,2015,1400,139450,4,flex,automatico,sedan,sp,62743.49
toyota,2011,1400,173020,4,flex,automatico,suv,mg,36287.79
hyundai,2013,1000,154410,4,flex,manual,hatch,sp,28806.12
honda,2021,1600,99665,4,flex,automatico,suv,rj,91911.57
hyundai,2020,2000,49455,2,flex,automatico,suv,pr,95112.58
bmw,2013,1600,159806,4,flex,automatico,picape,mg,80816.18
honda,2024,1000,31015,4,flex,automatico,sedan,pe,105574.78
chevrolet,2015,1000,148286,4,flex,automatico,hatch,pr,56130.91
volkswagen,2015,1000,133469,4,gasolina,manual,sedan,sp,55059.71
chevrolet,2010,1400,196620,4,flex,manual,hatch,mg,12000.0
volkswagen,2023,1400,30125,4,hibrido,automatico,picape,rs,99165.17
honda,2017,1600,112036,4,flex,automatico,hatch,pe,70668.74
bmw,2015,1000,126852,4,flex,automatico,suv,rj,80880.12
bmw,2012,1000,177323,4,flex,automatico,sedan,ba,67632.61
toyota,2023,1400,30455,4,flex,automatico,sedan,rj,112476.43
bmw,2018,1600,101656,4,diesel,automatico,hatch,mg,120422.31
ford,2011,1000,179561,4,flex,manual,suv,pe,20572.82
honda,2024,1600,40890,4,eletrico,manual,sedan,rj,105100.72
toyota,2020,1000,71229,4,diesel,automatico,hatch,ba,74423.73
bmw,2017,2000,81404,4,flex,manual,picape,rs,108420.33
honda,2019,2000,102928,4,flex,manual,sedan,pr,79417.24
chevrolet,2012,1000,154414,4,gasolina,automatico,sedan,rs,39032.68
bmw,2022,1000,38193,4,flex,automatico,sedan,rj,129728.61
hyundai,2021,1400,51065,4,gasolina,automatico,hatch,ba,94464.99
volkswagen,2014,1000,164616,4,flex,manual,picape,pr,27917.59
honda,2015,1600,99964,4,flex,manual,sedan,pe,45248.94
toyota,2019,2000,131066,4,flex,manual,hatch,ba,69297.61
chevrolet,2015,1600,147840,4,flex,automatico,sedan,rs,49672.37
ford,2013,2000,159348,2,diesel,manual,suv,sp,45281.36
chevrolet,2012,1400,167176,4,flex,automatico,sedan,sp,36132.93
bmw,2013,1000,160283,2,diesel,automatico,suv,pr,71766.36
volkswagen,2010,1600,199816,4,flex,automatico,hatch,pr,22305.53
chevrolet,2013,1400,165678,4,flex,manual,hatch,pr,19285.47
ford,2010,1600,200334,4,flex,automatico,suv,sp,34691.45
hyundai,2021,1000,61343,4,flex,automatico,hatch,rs,85297.2
toyota,2024,1000,21039,4,flex,automatico,suv,pr,107782.05
honda,2010,3000,189730,4,flex,automatico,hatch,sp,38266.04
volkswagen,2019,1000,81076,4,diesel,manual,suv,pr,75198.25
ford,2023,3000,53006,4,flex,automatico,sedan,pr,125266.24
bmw,2025,3000,20903,4,flex,manual,suv,ba,161232.72
bmw,2015,1600,87894,4,diesel,manual,hatch,pr,91554.75
bmw,2014,1600,153838,4,gasolina,manual,hatch,sp,87515.2
volkswagen,2023,1600,38921,4,flex,automatico,hatch,rs,109497.0
chevrolet,2020,2000,71719,4,flex,automatico,hatch,sp,95333.48
volkswagen,2024,1000,18172,4,diesel,manual,sedan,sp,97567.29
bmw,2013,1400,172861,4,flex,automatico,sedan,pr,67897.94
hyundai,2022,1600,62212,4,flex,manual,sedan,ba,93068.01
ford,2020,1400,60406,4,flex,automatico,suv,mg,92366.53
honda,2012,1400,174105,2,diesel,manual,suv,pe,35182.17
honda,2010,1400,177425,4,flex,manual,suv,mg,12000.0
volkswagen,2015,1600,111305,2,hibrido,automatico,sedan,mg,57378.77
bmw,2011,2000,170599,4,flex,manual,sedan,sp,65006.44
toyota,2017,1000,120935,4,gasolina,automatico,sedan,pr,63342.35
hyundai,2019,2000,98296,4,flex,manual,suv,pe,79030.43
volkswagen,2014,1600,151696,4,flex,automatico,hatch,mg,51837.16
bmw,2016,2000,130876,4,diesel,manual,hatch,rj,98409.08
chevrolet,2019,1600,91742,4,flex,automatico,suv,rj,79422.23
honda,2021,1600,50377,4,flex,automatico,hatch,rj,103814.16
honda,2011,1000,186478,4,flex,manual,suv,rs,20695.56
hyundai,2022,2000,60006,4,flex,automatico,suv,pr,105399.94
honda,2017,1000,119314,4,flex,manual,hatch,sp,63607.44
toyota,2011,2000,197833,4,gasolina,automatico,hatch,sp,44607.13
bmw,2013,3000,166624,4,flex,manual,sedan,pr,94170.88
bmw,2010,1000,197271,4,flex,automatico,suv,ba,40316.57
hyundai,2024,1000,40052,4,flex,automatico,hatch,pe,114886.93
bmw,2014,1600,143602,4,gasolina,automatico,suv,ba,92633.49
hyundai,2018,1000,82771,4,gasolina,automatico,sedan,rs,83616.39
bmw,2010,2000,189553,4,flex,automatico,sedan,pr,74754.37
toyota,2018,1000,84826,2,flex,automatico,hatch,ba,81167.81
ford,2020,1000,61872,4,eletrico,automatico,suv,pe,90112.47
volkswagen,2024,3000,21832,4,flex,automatico,hatch,rs,140468.67
volkswagen,2017,1600,96113,4,diesel,manual,suv,mg,76253.67
bmw,2015,2000,127380,4,diesel,automatico,sedan,mg,101475.77
chevrolet,2016,1400,91595,4,gasolina,automatico,sedan,rs,60199.6
honda,2012,1600,171199,2,flex,automatico,suv,pr,38982.85
toyota,2023,1600,36018,4,diesel,automatico,suv,mg,112247.03
chevrolet,2024,1600,11743,4,gasolina,manual,sedan,pr,110812.99
chevrolet,2010,1600,201888,4,flex,automatico,hatch,ba,20683.99
bmw,2014,1600,158063,4,flex,manual,suv,mg,70335.21
toyota,2023,1400,11886,4,flex,manual,sedan,pe,99811.29
volkswagen,2021,1000,48559,4,flex,manual,hatch,pe,88254.85
honda,2021,1600,48462,4,flex,automatico,picape,ba,107332.4
volkswagen,2011,1000,165901,4,flex,manual,hatch,pe,26197.69
chevrolet,2023,1600,48442,2,flex,manual,hatch,pr,105720.84
honda,2014,1000,141092,4,flex,automatico,hatch,pr,46432.12
ford,2017,1600,104032,4,flex,manual,suv,pe,56384.79
chevrolet,2020,1600,41942,4,gasolina,manual,suv,rj,85632.6
volkswagen,2018,1000,105531,4,eletrico,manual,sedan,rs,60876.53
volkswagen,2011,1000,161411,2,flex,manual,sedan,sp,19803.09
bmw,2021,1000,60898,4,flex,automatico,sedan,rs,125638.77
volkswagen,2012,1600,172160,4,flex,manual,suv,pe,34583.1
toyota,2012,2000,188409,4,gasolina,automatico,hatch,pr,47003.73
chevrolet,2010,1000,172367,4,gasolina,automatico,picape,pr,22754.35
hyundai,2017,1600,62707,4,eletrico,manual,hatch,rs,61775.15
hyundai,2025,1400,14757,4,flex,manual,picape,pr,109672.06
honda,2015,1400,159007,2,hibrido,automatico,hatch,ba,53667.5
volkswagen,2021,2000,78584,4,flex,automatico,suv,mg,105826.44
bmw,2025,1400,15144,4,gasolina,manual,hatch,pr,144189.36
bmw,2022,1400,40625,4,flex,manual,hatch,pe,132268.97
volkswagen,2017,1000,120106,4,diesel,automatico,suv,pe,64934.54
toyota,2020,1000,57396,4,flex,manual,suv,rs,78610.1
bmw,2018,1000,103145,4,gasolina,manual,sedan,rs,102180.92
hyundai,2014,1000,151582,4,diesel,automatico,suv,rs,41958.49
honda,2023,1600,51903,4,flex,automatico,sedan,pe,105038.62
chevrolet,2021,1400,101394,4,flex,manual,suv,rj,81031.4
ford,2023,1400,41886,4,diesel,automatico,sedan,pe,103816.37
toyota,2012,1000,160365,4,flex,manual,sedan,ba,29485.31
bmw,2014,1000,143616,2,flex,automatico,sedan,pe,77891.64
chevrolet,2014,1600,117463,4,flex,automatico,sedan,ba,58712.07
ford,2014,3000,133579,4,flex,automatico,suv,pe,71462.29
volkswagen,2012,1000,161860,4,flex,automatico,hatch,pe,35795.63
volkswagen,2020,2000,64138,4,flex,automatico,hatch,rj,95080.59
honda,2023,1600,38285,4,flex,automatico,sedan,ba,108261.81
ford,2019,1600,71663,2,flex,automatico,suv,rj,87430.6
volkswagen,2023,1400,52815,4,diesel,manual,hatch,ba,98388.12
volkswagen,2013,1000,156003,4,hibrido,automatico,sedan,rj,40078.54
hyundai,2018,1000,95860,4,gasolina,automatico,picape,rj,80147.81
bmw,2022,1600,43081,4,flex,automatico,hatch,ba,134784.17
honda,2019,1400,86327,4,eletrico,manual,suv,rj,74029.93
chevrolet,2018,2000,108376,4,flex,automatico,suv,pe,73875.45
volkswagen,2011,1400,166993,4,flex,automatico,sedan,ba,36111.46
hyundai,2017,1000,98128,4,eletrico,automatico,picape,rj,61204.57
toyota,2017,1600,103444,4,gasolina,automatico,suv,pe,71791.85
toyota,2016,1000,99811,4,gasolina,manual,sedan,pe,52168.03
chevrolet,2017,1400,95711,4,gasolina,manual,sedan,rs,65347.81
ford,2023,1600,28856,4,flex,manual,suv,sp,100607.65
honda,2025,2000,25115,4,flex,manual,sedan,ba,114756.22
hyundai,2012,1600,171938,2,gasolina,automatico,suv,rj,47588.58
bmw,2022,1600,50903,4,flex,automatico,sedan,rs,139987.38
hyundai,2015,1600,144763,4,flex,automatico,hatch,sp,55180.3
toyota,2010,2000,189939,4,gasolina,automatico,hatch,rj,32254.98
toyota,2016,1000,125856,4,gasolina,manual,hatch,sp,58348.37
chevrolet,2024,1000,22451,2,flex,manual,hatch,ba,100456.53
ford,2024,1000,27980,4,gasolina,manual,suv,pe,97356.62
ford,2010,1000,183258,4,diesel,manual,suv,pe,12000.0
chevrolet,2018,1600,59417,4,gasolina,automatico,suv,sp,81541.82
hyundai,2010,1600,189985,4,flex,manual,suv,pe,17729.76
toyota,2010,1600,213341,4,flex,manual,suv,mg,12000.0
hyundai,2024,1000,37893,2,flex,manual,sedan,pr,93695.05
hyundai,2016,1600,134480,4,flex,automatico,suv,pe,59881.4
honda,2011,1400,198541,4,flex,automatico,sedan,mg,32476.71
toyota,2023,1600,37329,2,flex,automatico,picape,ba,108194.46
ford,2014,1600,146959,2,flex,automatico,suv,ba,52120.34
bmw,2017,1400,98735,4,eletrico,automatico,hatch,sp,112840.19
hyundai,2017,1000,103258,4,flex,manual,sedan,pe,64486.34
toyota,2012,1000,177236,4,gasolina,automatico,sedan,pe,31003.98
hyundai,2016,2000,138058,4,gasolina,automatico,hatch,pe,65136.98
